legacy_path,classification,reason,replacement,source_commit,sha256,action
contracts/v2.1.2_legacy/QUALITY_GATES.md,ARCHIVE_EXTERNAL,stale agent or migration handoff report,DPDD governance and validation specs,d691a97d68b237ef0698c36a3576cdbb07b6c29d,901be8b3163568a41f875918b3168bc1624ef6a55c6f2a691cbe549ebdf9b66a,preserved in archive only
contracts/v2.1.2_legacy/SOURCE_POLICY_GATE.md,ARCHIVE_EXTERNAL,stale agent or migration handoff report,DPDD governance and validation specs,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a156755951426840685ff26444263ae3e116fbecb5f2fd7aeef59aa4b191467d,preserved in archive only
contracts/v2.1.2_legacy/data_dictionary.csv,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/data_dictionary.csv,d691a97d68b237ef0698c36a3576cdbb07b6c29d,0eac0d20888efd6fd59b944284c3e1460ad1184596120d72f14a5e0461971ffa,selective import
contracts/v2.1.2_legacy/data_dictionary.xlsx,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/data_dictionary.xlsx,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f92eea898856ce50ec4ae3d2346dd259000045af564d59ee46e5d9b3fb6df531,selective import
contracts/v2.1.2_legacy/erd.mmd,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/erd.mmd,d691a97d68b237ef0698c36a3576cdbb07b6c29d,1067a6fd096689e3a82866ce95fa9143f748295f2a42b5f1a972f5a337bcb606,selective import
contracts/v2.1.2_legacy/metrics.yaml,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/metrics.yaml,d691a97d68b237ef0698c36a3576cdbb07b6c29d,439e4cdc4c916b452fcdd220f895b692721ff2ebef06b06455f5a78e1bb727c7,selective import
contracts/v2.1.2_legacy/p4_contract.schema.json,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/p4_contract.schema.json,d691a97d68b237ef0698c36a3576cdbb07b6c29d,6f0c54051688fe04b120c551e98c73cc5bd6771b5b95d80ce241b178e0b4a774,selective import
contracts/v2.1.2_legacy/p4_contract.yaml,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/p4_contract.yaml,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9,selective import
contracts/v2.1.2_legacy/warehouse_duckdb.sql,KEEP_COMPATIBILITY,2.1.2 compatibility contract required by 2.1.3 bridge validation,contracts/v2.1.2_legacy/warehouse_duckdb.sql,d691a97d68b237ef0698c36a3576cdbb07b6c29d,956986874eae5686a20a52721dc303f1913c7391b2ee27da6d582a762f73ad58,selective import
contracts/v2.1.3_bridge/CHECKSUMS.sha256,KEEP_CANONICAL,current bridge contract or extension schema,contracts/v2.1.3_bridge/CHECKSUMS.sha256,d691a97d68b237ef0698c36a3576cdbb07b6c29d,b1a59b0cef2b18037854a1c7f4d0e66c9ae7c2975e3f16cd2d55823efbd65c67,selective import
contracts/v2.1.3_bridge/bridge.schema.json,KEEP_CANONICAL,current bridge contract or extension schema,contracts/v2.1.3_bridge/bridge.schema.json,d691a97d68b237ef0698c36a3576cdbb07b6c29d,bffe2eeef577f95ae0e58fd9e6377a7ea12a1eef77d76b6c4b33f426e880d863,selective import
contracts/v2.1.3_bridge/p4_contract.yaml,KEEP_CANONICAL,current bridge contract or extension schema,contracts/v2.1.3_bridge/p4_contract.yaml,d691a97d68b237ef0698c36a3576cdbb07b6c29d,88d4d4eeb2513b723b64f2be6ab378f0bcec51c7c7c219dded60ba4effff4bbf,selective import
contracts/v2.1.3_bridge/warehouse_duckdb.sql,KEEP_CANONICAL,current bridge contract or extension schema,contracts/v2.1.3_bridge/warehouse_duckdb.sql,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7491083f12cb8af620427bd0e5c876e5a56ddc3493f262ab7b263393a746b1da,selective import
data/external/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/fixtures/README.md,KEEP_CANONICAL,required build or project metadata,data/fixtures/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,dab350c2780bfaffe0fbb812c1de338f37784ca4364d4badce12f23dff3e4218,KEEP
data/marts/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/processed/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/raw/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/reference/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/releases/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
data/staging/.gitkeep,DROP_OBSOLETE,empty lifecycle placeholder outside canonical tracked fixture scope,data/fixtures,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,do not import
docs/01_SYSTEM_DESIGN_SPEC.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,94085746b3e50de4d7d1eda16e6969ec1fdc3786197ed0ebe998ae07eabc07dd,not imported; preserved in Git bundle archive
docs/02_DETAILED_DESIGN.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f115fc30a219ac9cf368518ec6fc203743c5b3db080f55a50fa2680cd58c8d38,not imported; preserved in Git bundle archive
docs/03_IMPLEMENTATION_RUNBOOK.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,0372dd43aaeda46150bf2814d234c1d3c19bad666c4c2ad825bc4958de326a96,not imported; preserved in Git bundle archive
docs/ANALYSIS_CONTRACT.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,27f2910a1e0817c3b3a387497fd416449f6c1d07da588d69c86dfc211c0aaa99,not imported; preserved in Git bundle archive
docs/COLLECTION_POLICY.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,294d22b95a6136097c0f95503064f7b6246a2651de6a0990fef07c6a611db20b,not imported; preserved in Git bundle archive
docs/DATA_CONTRACT.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7e9a1eb937e17052cea4ebba4e9719ddb4bafe85de026caf08f19b3677f6fb0f,not imported; preserved in Git bundle archive
docs/DATA_DICTIONARY.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,060ec123bfe3cf355717c34781516483fb72b8c4fdc1ced5794eee0eb31c4a0e,not imported; preserved in Git bundle archive
docs/DECISION_REGISTER.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,244e097c338b0f092792e9dbd5498a745e0263d4a712deb127e45399cc6d44d4,not imported; preserved in Git bundle archive
docs/DEFECT_REGISTER.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,8929f4d07713c86a7aab9649ec0e267eb9323d2fda62363ede0a697f3a18c9a4,not imported; preserved in Git bundle archive
docs/MIGRATION_AUDIT.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f84bb504b8446ff92886bda49541cd2da18394d8f7e4c40d522cc6dc9be7cbbf,not imported; preserved in Git bundle archive
docs/MIGRATION_LEDGER.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f741c589880c8062ad9d5bae8bd970f41225e14dee090e6b7d8ea2518363f1f9,not imported; preserved in Git bundle archive
docs/RESEARCH_DESIGN.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,620950099ca7b9c8fe3e0e1c529b680d53595d2ef9b29e53a7b1378766d3cb56,not imported; preserved in Git bundle archive
docs/SSOT.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,31e920c6c4893ebf5c22b392dca2a089087f1dd5e34eff8dd34736818055f30d,not imported; preserved in Git bundle archive
docs/extensions/KOREA_LABOR_MARKET_AI_EXPOSURE.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,87ba05eb357726a5a959c55914786d519a73f3cbed81fc8e7cc0958f33e44457,not imported; preserved in Git bundle archive
docs/legacy/README.md,ARCHIVE_EXTERNAL,superseded migration-era documentation,docs/00_master through docs/11_release,d691a97d68b237ef0698c36a3576cdbb07b6c29d,9273c3c6afb0aad355428a9aa03ea3301628091629f727f68b22697b8ef68000,not imported; preserved in Git bundle archive
env/README.md,KEEP_CANONICAL,secret-free environment profile retained with network disabled,env/README.md and env/*-replay.env.example,d691a97d68b237ef0698c36a3576cdbb07b6c29d,852e6340410c04e84a24f12ea5ba92774163eae7343769cc964a7277e124b4ad,REFACTOR
env/bootstrap.env.example,DROP_OBSOLETE,approval-bearing canary or production profile is not valid in cleanroom phase,.env.example and network-free env profiles,d691a97d68b237ef0698c36a3576cdbb07b6c29d,9de028b08a2249d800e9fac7968fcf73869e5ea3a0f906ee5f39a1a492cc91af,do not import
env/canary.env.example,DROP_OBSOLETE,approval-bearing canary or production profile is not valid in cleanroom phase,.env.example and network-free env profiles,d691a97d68b237ef0698c36a3576cdbb07b6c29d,19741b80ac31f12180f3986f6fb06589c30cf408f075d4e8f7441158d06be926,do not import
env/fixture.env.example,KEEP_CANONICAL,secret-free environment profile retained with network disabled,env/README.md and env/*-replay.env.example,d691a97d68b237ef0698c36a3576cdbb07b6c29d,837eb8a3ec678405821ccf5e047a85013733b68ec0204a71737ace9842f85c45,REFACTOR
env/observed.env.example,KEEP_CANONICAL,secret-free environment profile retained with network disabled,env/README.md and env/*-replay.env.example,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f7be92797c49cb64808b911aa866767c7865f69190972fb7211e3c8ce1166610,REFACTOR
env/production.env.example,DROP_OBSOLETE,approval-bearing canary or production profile is not valid in cleanroom phase,.env.example and network-free env profiles,d691a97d68b237ef0698c36a3576cdbb07b6c29d,c6261c63378e10346fcc0a408bbef67db66b43b2477a9f516bdee4e077a13ccc,do not import
manifests/checksums/.gitkeep,ARCHIVE_EXTERNAL,migration-specific generated provenance,docs/09_governance/CLEANUP_LEDGER.csv,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,preserved in archive only
manifests/data_registry.yaml,KEEP_CANONICAL,required build or project metadata,manifests/data_registry.yaml,d691a97d68b237ef0698c36a3576cdbb07b6c29d,ada545def98ed331eb78f5e9396eda6486e002fc1b3ee579ec4741d4a8caa6af,KEEP
manifests/legacy_sources.lock.yaml,ARCHIVE_EXTERNAL,migration-specific generated provenance,docs/09_governance/CLEANUP_LEDGER.csv,d691a97d68b237ef0698c36a3576cdbb07b6c29d,9c560cdb583c2916276a888a69e8d704c0ca89d0145d4cb6a51615f5632487ca,preserved in archive only
notebooks/00_ProjectAudit.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,994c3109db53e959cf189adf38b55e9afc865707928232bcd7bd7ab5f45a8242,drop unless tied to an executable contract
notebooks/01_ObservedReplay.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,2365f4975243b710ad2048e93996c57a79ba48d2de784d18c120a262b3363c7f,drop unless tied to an executable contract
notebooks/02_CanaryPreflight.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a331ef4527b9bdc3da468656300d8868e89f6eb46cbd02eef59837250dd5cad8,drop unless tied to an executable contract
notebooks/03_CollectRelease.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,25a3992a8b3a798b3bd6abc83fcdc6a77ffc5bb13d19d7a221fa7c573985fa09,drop unless tied to an executable contract
notebooks/04_ProcessCorpus.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,1693c74bc9468af4b9533ae0196f2db448f5c42beee8eed8af22c00aa5638fcf,drop unless tied to an executable contract
notebooks/05_SemanticFeatures.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,8aca8b2f6532eafebf77e6e509fe7d241d93ee8c0a2124a845127adfb494d85d,drop unless tied to an executable contract
notebooks/06_NcsMapping.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f1e0ff7bdef338b16f82690059629df523be9b6e0972e4fbf825dc08db44042b,drop unless tied to an executable contract
notebooks/07_DataQaAndMarts.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,075e5d2b852f2b61787450ee4cd471e20bd1691f097f24d5dcdd68d9c8a0925e,drop unless tied to an executable contract
notebooks/08_RqAnalysis.ipynb,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,977d48cf57825155d5f928c9dbe8c87a50ea360cac9d9f63d26bbe633638cec1,drop unless tied to an executable contract
pyproject.toml,KEEP_CANONICAL,required build or project metadata,pyproject.toml,d691a97d68b237ef0698c36a3576cdbb07b6c29d,cb09325f15cbd1ec38a21e7f870f7b72e302ddb87a0b6b303b3036c58d779b4b,KEEP
scripts/check_source_notebooks.py,KEEP_CANONICAL,required build or project metadata,scripts/check_source_notebooks.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7a848b25ac075e70b604160b5dcd89cb36f867a5128b26a13095fd7c3ac8e631,KEEP
scripts/generate_notebooks.py,DROP_OBSOLETE,output-free migration scaffold without producer evidence,notebooks/README.md,d691a97d68b237ef0698c36a3576cdbb07b6c29d,646b82737e5562f8692b059ea0cb9d7da4c5da5dfe0766efd2362a14eb06c040,drop unless tied to an executable contract
scripts/secret_scan.py,KEEP_CANONICAL,required build or project metadata,scripts/secret_scan.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,2122ef35722cb355252a91fe5bf36d29a58df7462b1f7bc1fe4ac4df8e09d8a5,KEEP
scripts/validate_bootstrap.py,KEEP_CANONICAL,required build or project metadata,scripts/validate_bootstrap.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,794ae197d43b0713f9aeb5374300b4740bd56aad2bfdd4e353726fd861ccd780,KEEP
src/p4/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,8e328c9cacb94c02cac9884f570285489be26b46770a56222a22888bb0d73515,KEEP
src/p4/cli.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/cli.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a820ef7a94adc25d7cafe87d0c0d79cb3ed699732a5c8a424575c2963d29be3c,REFACTOR
src/p4/collection/__init__.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,2108b4f2acd9b8c966c4f6754e0952d45becf500b9cf6f1ff06a50167f9a19e8,KEEP
src/p4/collection/approval.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/approval.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,17d7ba799a428e0e92a7419de31225ca1df31dd102c2574fc0bd2ea218ea686e,REFACTOR
src/p4/collection/assets.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/assets.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,6fb122c44d7cde07b656fa31b4f4993d526641057b70d5733bf3855e622cf159,KEEP
src/p4/collection/canary.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/canary.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7b64df9259866e6a7221902fcec778fbd45a5f311a3bcbafd3f9cc5e8dddda32,REFACTOR
src/p4/collection/detail.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/detail.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,3281090fd577a185d6fcb5dc0eda59e4fa29b258a8e485de4f61b474c37b97de,KEEP
src/p4/collection/index.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/index.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,88c1fc8e831265cdfe9f4b2c9c31ae00be60df43a346dc36410463f264746602,REFACTOR
